city,category,goal_amount,raised_amount,fulfillment_ratio,donation_count,avg_donation_amount,avg_days_since_last_donation,donor_retention_rate,poverty_index,need_gap,is_hotspot
Jalgaon,Food & Hunger,71960.15,13235.18,0.1839,12,1102.93,28.6,0.4458,0.49,58724.97,1
Thane,Medical,233164.17,101262.53,0.4343,91,1112.78,15.9,0.4261,0.33,131901.64,0
Mumbai,Food & Hunger,152551.65,36883.18,0.2418,38,970.61,1.7,0.498,0.31,115668.47,1
Pune,Education,83443.2,22360.06,0.268,55,406.55,15.9,0.4243,0.28,61083.15,0
Pune,Food & Hunger,32170.93,5318.51,0.1653,90,59.09,23.5,0.3906,0.28,26852.42,0
Aurangabad,Education,216439.02,103609.89,0.4787,138,750.8,14.0,0.3263,0.51,112829.13,1
Jalgaon,Medical,732264.49,186302.91,0.2544,81,2300.04,28.3,0.4671,0.49,545961.58,1
Pune,Medical,376818.1,99531.04,0.2641,57,1746.16,21.6,0.4712,0.28,277287.06,1
Pune,Education,23300.28,10070.75,0.4322,72,139.87,15.0,0.5211,0.28,13229.53,0
Nashik,Education,48273.15,17284.1,0.358,28,617.29,23.4,0.4351,0.42,30989.05,0
Latur,Education,187551.68,49711.67,0.2651,84,591.81,21.8,0.3802,0.67,137840.0,1
Mumbai,Food & Hunger,31513.93,12452.6,0.3951,51,244.17,37.8,0.4223,0.31,19061.33,0
Mumbai,Food & Hunger,23511.03,8377.2,0.3563,55,152.31,7.9,0.4862,0.31,15133.83,0
Dhule,Food & Hunger,74219.77,17889.43,0.241,109,164.12,16.9,0.3644,0.61,56330.34,1
Kolhapur,Disaster Relief,1223863.64,158544.52,0.1295,258,614.51,20.3,0.4689,0.44,1065319.12,1
Jalgaon,Education,40300.38,9999.0,0.2481,131,76.33,12.0,0.3771,0.49,30301.38,0
Nagpur,Education,57686.48,21800.43,0.3779,88,247.73,14.5,0.5047,0.38,35886.05,0
Amravati,Medical,611511.65,107952.06,0.1765,63,1713.52,17.1,0.3911,0.58,503559.59,1
Pune,Education,263893.6,148616.68,0.5632,83,1790.56,23.7,0.5167,0.28,115276.92,0
Mumbai,Medical,562952.03,167071.95,0.2968,7,23867.42,2.5,0.4129,0.31,395880.08,0
Mumbai,Disaster Relief,1615922.46,154493.89,0.0956,156,990.35,9.2,0.5662,0.31,1461428.57,0
Thane,Education,98989.89,37255.39,0.3764,89,418.6,9.4,0.5376,0.33,61734.5,0
Nagpur,Medical,643825.29,145600.17,0.2261,44,3309.09,9.9,0.4468,0.38,498225.12,0
Mumbai,Education,259253.27,58482.69,0.2256,68,860.04,13.3,0.4334,0.31,200770.58,0
Pune,Medical,712301.7,258340.2,0.3627,11,23485.47,17.3,0.558,0.28,453961.5,1
Nashik,Education,245069.57,93452.87,0.3813,74,1262.88,9.7,0.4094,0.42,151616.7,0
Dhule,Education,268231.99,49942.95,0.1862,116,430.54,21.8,0.3848,0.61,218289.04,1
Solapur,Education,208563.93,82544.45,0.3958,20,4127.22,25.3,0.2927,0.55,126019.49,1
Mumbai,Disaster Relief,1927638.69,370768.0,0.1923,459,807.77,10.9,0.4398,0.31,1556870.68,0
Thane,Medical,246019.61,77098.89,0.3134,143,539.15,18.4,0.4527,0.33,168920.72,0
Mumbai,Food & Hunger,163270.31,43444.68,0.2661,97,447.88,9.9,0.516,0.31,119825.63,0
Nagpur,Medical,414928.5,67237.71,0.162,60,1120.63,21.3,0.4668,0.38,347690.8,1
Amravati,Food & Hunger,117213.87,1172.14,0.01,19,61.69,14.9,0.384,0.58,116041.73,1
Pune,Disaster Relief,660047.02,121901.0,0.1847,67,1819.42,7.9,0.4901,0.28,538146.02,0
Mumbai,Disaster Relief,1094056.0,297862.6,0.2723,479,621.84,18.5,0.4886,0.31,796193.4,1
Mumbai,Disaster Relief,75002.22,24516.81,0.3269,401,61.14,5.5,0.4726,0.31,50485.41,0
Akola,Medical,488150.22,131263.73,0.2689,168,781.33,26.2,0.4136,0.56,356886.49,1
Mumbai,Food & Hunger,50572.12,16269.66,0.3217,82,198.41,19.8,0.4684,0.31,34302.46,0
Nashik,Food & Hunger,187680.13,20541.94,0.1095,17,1208.35,4.8,0.3712,0.42,167138.18,0
Thane,Education,49529.31,23108.52,0.4666,21,1100.41,4.3,0.3591,0.33,26420.78,0
Mumbai,Education,138096.78,71788.09,0.5198,94,763.7,6.9,0.477,0.31,66308.69,0
Wardha,Disaster Relief,1286084.45,19851.86,0.0154,54,367.63,24.7,0.3034,0.64,1266232.59,1
Nagpur,Education,102323.66,33822.27,0.3305,69,490.18,10.9,0.4048,0.38,68501.39,0
Pune,Food & Hunger,46639.53,17081.77,0.3663,26,656.99,7.3,0.5318,0.28,29557.75,0
Mumbai,Disaster Relief,1094537.12,241969.93,0.2211,336,720.15,24.1,0.3194,0.31,852567.19,1
Kolhapur,Medical,719583.09,281079.59,0.3906,146,1925.2,6.5,0.4029,0.44,438503.51,0
Mumbai,Disaster Relief,1537553.41,264188.22,0.1718,151,1749.59,24.3,0.4512,0.31,1273365.19,1
Mumbai,Food & Hunger,48107.29,16989.26,0.3532,29,585.84,7.5,0.4489,0.31,31118.02,0
Akola,Food & Hunger,28785.94,5179.03,0.1799,24,215.79,23.8,0.4767,0.56,23606.9,1
Pune,Food & Hunger,131246.58,41867.42,0.319,41,1021.16,12.2,0.445,0.28,89379.16,0
Dhule,Medical,63245.91,3095.96,0.049,137,22.6,32.6,0.3956,0.61,60149.95,1
Mumbai,Disaster Relief,1154329.62,108009.57,0.0936,386,279.82,11.3,0.451,0.31,1046320.05,0
Mumbai,Education,84239.43,40094.31,0.476,99,404.99,13.6,0.3934,0.31,44145.11,0
Nashik,Education,128920.07,38277.99,0.2969,143,267.68,6.6,0.4804,0.42,90642.08,0
Nanded,Medical,684082.85,84110.04,0.123,18,4672.78,22.2,0.4414,0.63,599972.81,1
Pune,Medical,605220.94,253417.1,0.4187,149,1700.79,14.7,0.4189,0.28,351803.83,0
Nanded,Education,149684.12,34059.41,0.2275,129,264.03,33.3,0.32,0.63,115624.71,1
Mumbai,Food & Hunger,120150.05,41518.55,0.3456,81,512.57,12.3,0.5096,0.31,78631.51,0
Mumbai,Disaster Relief,814396.19,278264.36,0.3417,205,1357.39,6.3,0.526,0.31,536131.83,0
Aurangabad,Medical,219124.28,45871.99,0.2093,146,314.19,13.4,0.3654,0.51,173252.29,1
Latur,Medical,724470.14,175336.35,0.242,59,2971.8,18.3,0.3536,0.67,549133.79,1
Mumbai,Food & Hunger,197021.18,62624.33,0.3179,49,1278.05,17.8,0.4301,0.31,134396.85,0
Thane,Medical,377016.18,107379.49,0.2848,108,994.25,20.0,0.4489,0.33,269636.68,1
Mumbai,Disaster Relief,1472566.77,333339.66,0.2264,29,11494.47,13.8,0.4035,0.31,1139227.12,0
Nashik,Disaster Relief,962109.92,153624.14,0.1597,446,344.45,3.7,0.5407,0.42,808485.77,0
Nagpur,Disaster Relief,1064449.45,62193.63,0.0584,345,180.27,12.8,0.4649,0.38,1002255.82,0
Mumbai,Education,84053.6,33562.46,0.3993,11,3051.13,20.7,0.5082,0.31,50491.14,0
Akola,Medical,456449.67,81716.78,0.179,134,609.83,31.1,0.3398,0.56,374732.9,1
Nashik,Food & Hunger,16260.09,4319.73,0.2657,37,116.75,37.6,0.5135,0.42,11940.36,0
Mumbai,Education,183857.65,71121.34,0.3868,126,564.46,2.8,0.5103,0.31,112736.31,0
Mumbai,Education,165493.52,62306.35,0.3765,106,587.8,12.9,0.4977,0.31,103187.17,0
Pune,Disaster Relief,1400516.96,275699.04,0.1969,294,937.75,21.7,0.4927,0.28,1124817.92,1
Nashik,Food & Hunger,23261.9,2522.95,0.1085,91,27.72,16.9,0.4376,0.42,20738.95,0
Kolhapur,Education,225483.63,92993.09,0.4124,131,709.87,30.1,0.4796,0.44,132490.54,0
Dhule,Medical,390538.97,62447.42,0.1599,114,547.78,24.0,0.3981,0.61,328091.54,1
Mumbai,Food & Hunger,156294.99,43407.73,0.2777,16,2712.98,20.6,0.448,0.31,112887.26,1
Nagpur,Food & Hunger,64666.5,13518.05,0.209,104,129.98,17.4,0.3032,0.38,51148.45,0
Thane,Disaster Relief,943593.96,204162.62,0.2164,145,1408.02,14.0,0.387,0.33,739431.34,1
Nagpur,Disaster Relief,744961.47,112209.91,0.1506,210,534.33,32.9,0.4278,0.38,632751.56,1
Nashik,Disaster Relief,1205507.96,142540.29,0.1182,202,705.64,37.6,0.4343,0.42,1062967.67,1
Nashik,Education,230901.29,84046.57,0.364,46,1827.1,18.6,0.4225,0.42,146854.72,0
Solapur,Disaster Relief,314257.9,3142.58,0.01,268,11.73,16.9,0.3431,0.55,311115.32,1
Nagpur,Education,283912.65,98314.74,0.3463,25,3932.59,17.9,0.4701,0.38,185597.91,0
Nashik,Education,270099.27,96056.87,0.3556,146,657.92,16.8,0.4626,0.42,174042.41,1
Nagpur,Food & Hunger,64090.67,13134.17,0.2049,21,625.44,23.2,0.4046,0.38,50956.51,0
Osmanabad,Education,273090.91,77706.45,0.2845,26,2988.71,11.3,0.3374,0.69,195384.46,0
Aurangabad,Disaster Relief,1093973.2,115433.01,0.1055,231,499.71,12.8,0.3295,0.51,978540.19,1
Yavatmal,Education,220306.37,79766.33,0.3621,72,1107.87,20.5,0.2818,0.72,140540.03,1
Mumbai,Food & Hunger,151524.42,14692.1,0.097,107,137.31,0.9,0.4865,0.31,136832.32,0
Kolhapur,Medical,494660.72,113338.41,0.2291,104,1089.79,8.2,0.4501,0.44,381322.31,0
Nashik,Food & Hunger,190467.55,10305.73,0.0541,115,89.62,23.0,0.3959,0.42,180161.81,1
Thane,Disaster Relief,359114.46,80541.87,0.2243,253,318.35,26.0,0.4002,0.33,278572.59,1
Nagpur,Food & Hunger,80972.66,15009.04,0.1854,34,441.44,18.1,0.4395,0.38,65963.62,0
Mumbai,Education,165079.56,89542.3,0.5424,52,1721.97,9.6,0.4667,0.31,75537.26,0
Mumbai,Education,49177.73,22643.95,0.4605,42,539.14,11.2,0.4014,0.31,26533.78,0
Amravati,Education,76150.97,31984.45,0.42,113,283.05,24.9,0.3029,0.58,44166.53,0
Latur,Medical,68591.19,12645.12,0.1844,150,84.3,15.8,0.2853,0.67,55946.07,1
Mumbai,Education,149173.72,36780.01,0.2466,108,340.56,12.9,0.4982,0.31,112393.72,1
Nashik,Food & Hunger,197133.81,45323.73,0.2299,25,1812.95,13.4,0.4814,0.42,151810.08,0
Pune,Food & Hunger,112716.09,39581.19,0.3512,102,388.05,5.0,0.4699,0.28,73134.9,0
Thane,Medical,106917.97,35631.01,0.3333,57,625.11,30.4,0.3825,0.33,71286.95,0
Mumbai,Education,129793.88,44576.87,0.3434,92,484.53,13.2,0.4339,0.31,85217.0,0
Yavatmal,Disaster Relief,1180544.59,11805.45,0.01,449,26.29,33.0,0.3109,0.72,1168739.15,1
Mumbai,Food & Hunger,163949.23,41035.79,0.2503,66,621.75,12.4,0.47,0.31,122913.45,0
Jalgaon,Education,211546.98,84286.56,0.3984,31,2718.92,8.0,0.4276,0.49,127260.42,0
Nashik,Disaster Relief,1942802.65,19428.03,0.01,104,186.81,5.9,0.5253,0.42,1923374.63,0
Pune,Medical,261249.58,104888.67,0.4015,57,1840.15,16.7,0.4778,0.28,156360.91,0
Nagpur,Food & Hunger,84171.52,18089.82,0.2149,52,347.88,1.4,0.4221,0.38,66081.7,0
Pune,Disaster Relief,1781352.22,284938.47,0.16,108,2638.32,19.0,0.5522,0.28,1496413.75,1
Nashik,Disaster Relief,493691.06,78938.13,0.1599,154,512.59,20.3,0.3872,0.42,414752.93,1
Mumbai,Disaster Relief,1913496.95,520169.5,0.2718,385,1351.09,17.9,0.4935,0.31,1393327.45,1
Jalgaon,Education,91343.97,27053.13,0.2962,94,287.8,7.9,0.4876,0.49,64290.84,0
Pune,Medical,680302.18,205045.98,0.3014,162,1265.72,14.3,0.5415,0.28,475256.19,0
Nanded,Disaster Relief,701578.89,78115.56,0.1113,412,189.6,3.9,0.3636,0.63,623463.33,1
Aurangabad,Education,170092.2,54110.55,0.3181,21,2576.69,19.9,0.3474,0.51,115981.65,1
Amravati,Food & Hunger,123862.73,26656.91,0.2152,97,274.81,20.5,0.3233,0.58,97205.81,1
Thane,Education,75627.19,29873.48,0.395,131,228.04,35.0,0.4623,0.33,45753.71,0
Osmanabad,Medical,125581.8,27336.81,0.2177,102,268.01,24.8,0.3544,0.69,98244.99,1
Thane,Medical,169098.57,53307.63,0.3152,173,308.14,2.6,0.4646,0.33,115790.94,0
Nashik,Medical,634906.24,258735.46,0.4075,14,18481.1,18.4,0.3163,0.42,376170.78,0
Solapur,Education,239973.11,53607.46,0.2234,128,418.81,29.1,0.2981,0.55,186365.65,1
Nanded,Education,157556.41,35656.46,0.2263,127,280.76,31.7,0.3818,0.63,121899.95,1
Nagpur,Medical,251621.69,81530.79,0.324,78,1045.27,20.0,0.3692,0.38,170090.9,0
Thane,Disaster Relief,1894063.4,375461.28,0.1982,216,1738.25,11.3,0.5707,0.33,1518602.12,0
Nagpur,Medical,445495.98,147325.57,0.3307,148,995.44,4.5,0.4519,0.38,298170.41,0
Pune,Medical,717927.14,226343.09,0.3153,165,1371.78,12.5,0.4691,0.28,491584.05,0
Mumbai,Education,99941.21,28325.92,0.2834,140,202.33,10.7,0.5913,0.31,71615.29,0
Pune,Education,15366.06,6010.95,0.3912,26,231.19,29.3,0.5076,0.28,9355.11,0
Solapur,Disaster Relief,1236282.59,226107.09,0.1829,42,5383.5,20.8,0.3856,0.55,1010175.5,1
Pune,Education,95106.06,39856.33,0.4191,103,386.95,15.9,0.4262,0.28,55249.73,0
Pune,Medical,681921.26,253416.52,0.3716,146,1735.73,15.8,0.4089,0.28,428504.74,0
Nanded,Education,84904.6,28148.82,0.3315,72,390.96,33.0,0.3061,0.63,56755.78,0
Nagpur,Food & Hunger,138513.98,34381.93,0.2482,44,781.41,12.8,0.3961,0.38,104132.05,0
Nagpur,Medical,606768.49,252564.6,0.4162,90,2806.27,3.3,0.4964,0.38,354203.88,0
Aurangabad,Disaster Relief,1847995.16,409526.56,0.2216,487,840.92,21.4,0.3893,0.51,1438468.6,1
Kolhapur,Medical,423792.62,101820.26,0.2403,40,2545.51,25.1,0.3393,0.44,321972.35,1
Mumbai,Education,177245.19,77419.34,0.4368,36,2150.54,18.4,0.4923,0.31,99825.86,0
Latur,Disaster Relief,1261855.62,45439.55,0.036,393,115.62,7.2,0.3323,0.67,1216416.07,1
Aurangabad,Education,253198.18,109557.55,0.4327,34,3222.28,16.6,0.3964,0.51,143640.63,1
Nashik,Medical,82011.6,25298.15,0.3085,14,1807.01,18.0,0.4681,0.42,56713.45,0
Nashik,Medical,411913.25,90727.2,0.2203,113,802.9,13.3,0.4587,0.42,321186.05,0
Mumbai,Disaster Relief,1206320.26,434847.15,0.3605,469,927.18,7.6,0.5628,0.31,771473.11,0
Pune,Food & Hunger,145140.51,59900.78,0.4127,96,623.97,17.9,0.4703,0.28,85239.73,0
Pune,Disaster Relief,512287.26,121311.21,0.2368,234,518.42,15.5,0.486,0.28,390976.05,1
Akola,Food & Hunger,30830.89,6650.04,0.2157,11,604.55,22.7,0.4603,0.56,24180.86,1
Amravati,Education,55220.94,13087.7,0.237,10,1308.77,28.0,0.3794,0.58,42133.24,1
Aurangabad,Education,61316.96,15328.19,0.25,122,125.64,23.4,0.3662,0.51,45988.77,0
Akola,Food & Hunger,40073.78,6018.81,0.1502,84,71.65,20.1,0.3244,0.56,34054.97,1
Kolhapur,Education,288994.0,127211.66,0.4402,12,10600.97,34.8,0.4312,0.44,161782.34,0
Latur,Disaster Relief,1268166.31,24183.91,0.0191,155,156.03,18.5,0.3194,0.67,1243982.4,1
Nashik,Medical,689885.73,219687.69,0.3184,45,4881.95,15.9,0.4671,0.42,470198.04,0
Nagpur,Education,144817.98,68848.44,0.4754,14,4917.75,16.3,0.4822,0.38,75969.54,0
Akola,Medical,551148.15,59683.88,0.1083,172,347.0,16.4,0.4088,0.56,491464.27,1
Mumbai,Education,61889.73,25284.48,0.4085,42,602.01,8.6,0.4588,0.31,36605.25,0
Solapur,Education,159340.07,41917.5,0.2631,68,616.43,26.4,0.3605,0.55,117422.57,1
Pune,Disaster Relief,544312.82,233246.55,0.4285,471,495.22,14.5,0.5316,0.28,311066.27,0
Nagpur,Disaster Relief,1444770.81,417309.48,0.2888,466,895.51,17.9,0.435,0.38,1027461.33,1
Nagpur,Food & Hunger,88558.5,10975.28,0.1239,28,391.97,34.3,0.4011,0.38,77583.21,0
Nagpur,Education,132177.45,56957.8,0.4309,28,2034.21,9.2,0.4928,0.38,75219.64,0
Latur,Education,48761.59,14127.15,0.2897,11,1284.29,33.8,0.2782,0.67,34634.44,1
Pune,Disaster Relief,313720.32,26650.76,0.085,337,79.08,25.2,0.4766,0.28,287069.56,1
Mumbai,Food & Hunger,129179.1,42964.03,0.3326,41,1047.9,4.2,0.4075,0.31,86215.07,1
Nanded,Disaster Relief,1510857.76,272465.17,0.1803,438,622.07,11.2,0.346,0.63,1238392.59,1
Nagpur,Education,30403.57,10462.54,0.3441,74,141.39,24.3,0.4543,0.38,19941.03,0
Nanded,Food & Hunger,82920.34,10429.35,0.1258,70,148.99,29.3,0.3205,0.63,72490.99,1
Solapur,Disaster Relief,1705096.79,330316.9,0.1937,358,922.67,7.9,0.3767,0.55,1374779.89,1
Thane,Disaster Relief,1574289.84,326450.87,0.2074,41,7962.22,27.8,0.4122,0.33,1247838.97,1
Mumbai,Food & Hunger,177323.61,30874.85,0.1741,52,593.75,9.2,0.4786,0.31,146448.76,1
Pune,Medical,371246.62,190213.19,0.5124,23,8270.14,10.1,0.5099,0.28,181033.44,1
Pune,Medical,227016.45,75658.57,0.3333,154,491.29,16.4,0.5128,0.28,151357.88,0
Nanded,Medical,276204.76,32961.99,0.1193,66,499.42,22.8,0.3522,0.63,243242.77,1
Mumbai,Medical,320591.83,89110.53,0.278,29,3072.78,25.6,0.5147,0.31,231481.3,1
Pune,Food & Hunger,42565.68,12192.5,0.2864,95,128.34,9.4,0.5278,0.28,30373.18,0
Pune,Disaster Relief,963499.41,169612.54,0.176,307,552.48,12.8,0.4652,0.28,793886.87,0
Yavatmal,Disaster Relief,555469.9,23806.99,0.0429,217,109.71,32.0,0.3352,0.72,531662.91,1
Nagpur,Food & Hunger,93347.62,30421.12,0.3259,94,323.63,14.5,0.5213,0.38,62926.51,0
Nanded,Medical,557321.53,119329.44,0.2141,102,1169.9,30.0,0.3536,0.63,437992.09,1
Pune,Education,44776.89,19720.39,0.4404,110,179.28,8.5,0.5023,0.28,25056.5,0
Thane,Food & Hunger,21865.03,4706.88,0.2153,82,57.4,16.2,0.4516,0.33,17158.15,0
Nagpur,Food & Hunger,99910.51,31654.82,0.3168,76,416.51,24.1,0.4427,0.38,68255.68,0
Nanded,Food & Hunger,121939.71,31608.21,0.2592,29,1089.94,21.5,0.2701,0.63,90331.5,1
Latur,Medical,101700.68,30054.01,0.2955,52,577.96,21.9,0.3785,0.67,71646.67,1
Osmanabad,Food & Hunger,189010.0,31359.05,0.1659,36,871.08,30.6,0.4156,0.69,157650.95,1
Mumbai,Medical,769206.43,235594.9,0.3063,126,1869.8,10.8,0.5396,0.31,533611.53,0
Pune,Medical,279022.68,49847.13,0.1786,169,294.95,3.1,0.5217,0.28,229175.56,0
Pune,Disaster Relief,858951.36,166569.06,0.1939,371,448.97,20.7,0.5133,0.28,692382.3,1
Thane,Disaster Relief,1089109.05,345119.15,0.3169,374,922.78,10.0,0.4617,0.33,743989.9,0
Nagpur,Education,29833.06,13258.71,0.4444,133,99.69,15.0,0.5029,0.38,16574.35,0
Osmanabad,Disaster Relief,674363.13,40460.03,0.06,379,106.75,32.1,0.3086,0.69,633903.1,1
Kolhapur,Medical,61747.12,14582.49,0.2362,145,100.57,8.1,0.4459,0.44,47164.63,0
Kolhapur,Medical,555699.2,165333.87,0.2975,8,20666.73,15.1,0.3206,0.44,390365.33,1
Pune,Disaster Relief,384834.48,85085.44,0.2211,274,310.53,20.4,0.4163,0.28,299749.04,1
Aurangabad,Medical,287058.49,63613.78,0.2216,151,421.28,16.3,0.3971,0.51,223444.71,1
Thane,Education,121477.61,42148.42,0.347,105,401.41,13.7,0.436,0.33,79329.2,0
Nashik,Education,264480.81,55902.83,0.2114,15,3726.86,5.4,0.5213,0.42,208577.98,0
Pune,Disaster Relief,675824.1,184500.64,0.273,141,1308.52,23.8,0.4949,0.28,491323.46,1
Dhule,Food & Hunger,144244.46,32285.44,0.2238,19,1699.23,23.3,0.3927,0.61,111959.03,1
Nashik,Medical,397729.75,169873.75,0.4271,70,2426.77,13.7,0.4245,0.42,227855.99,0
Nagpur,Disaster Relief,1257729.09,135932.72,0.1081,135,1006.91,20.9,0.4814,0.38,1121796.36,1
Mumbai,Disaster Relief,128634.22,31747.55,0.2468,65,488.42,8.2,0.4529,0.31,96886.67,0
Akola,Education,109137.69,26133.98,0.2395,42,622.24,24.7,0.4383,0.56,83003.71,1
Solapur,Food & Hunger,22519.51,2303.42,0.1023,26,88.59,26.8,0.373,0.55,20216.09,1
Aurangabad,Education,139040.75,43403.64,0.3122,132,328.82,25.6,0.3566,0.51,95637.11,1
Solapur,Disaster Relief,625462.28,150031.18,0.2399,372,403.31,19.5,0.3947,0.55,475431.09,1
Jalgaon,Medical,155401.84,44109.52,0.2838,138,319.63,20.2,0.418,0.49,111292.32,1
Mumbai,Food & Hunger,114124.08,11369.67,0.0996,85,133.76,18.6,0.5371,0.31,102754.41,1
Solapur,Education,203210.25,55348.4,0.2724,105,527.13,35.1,0.4498,0.55,147861.84,0
Nagpur,Disaster Relief,1846842.59,193422.81,0.1047,489,395.55,24.9,0.4351,0.38,1653419.77,1
Yavatmal,Medical,278932.6,44924.18,0.1611,88,510.5,14.8,0.3567,0.72,234008.41,1
Nashik,Medical,564424.34,83910.07,0.1487,64,1311.09,22.3,0.559,0.42,480514.27,1
Nashik,Disaster Relief,325163.81,28426.65,0.0874,128,222.08,20.8,0.459,0.42,296737.17,1
Jalgaon,Education,36235.48,13374.07,0.3691,81,165.11,24.3,0.427,0.49,22861.41,0
Aurangabad,Education,74214.63,23349.4,0.3146,81,288.26,17.1,0.3712,0.51,50865.23,0
Kolhapur,Disaster Relief,708608.59,103812.65,0.1465,220,471.88,7.8,0.4838,0.44,604795.94,0
Mumbai,Education,284548.62,108584.74,0.3816,21,5170.7,19.5,0.5038,0.31,175963.88,0
Mumbai,Medical,122604.0,20035.25,0.1634,163,122.92,13.4,0.5316,0.31,102568.75,0
Thane,Education,51113.13,11681.32,0.2285,49,238.39,25.3,0.4434,0.33,39431.81,0
Thane,Food & Hunger,115352.93,19496.95,0.169,25,779.88,18.9,0.4663,0.33,95855.98,1
Amravati,Food & Hunger,175677.17,24003.85,0.1366,115,208.73,15.2,0.366,0.58,151673.32,1
Nanded,Disaster Relief,599762.63,119634.79,0.1995,274,436.62,21.6,0.3603,0.63,480127.83,1
Nagpur,Medical,570532.91,181351.34,0.3179,156,1162.51,17.0,0.4125,0.38,389181.57,0
Solapur,Medical,601246.81,134292.59,0.2234,106,1266.91,12.4,0.3606,0.55,466954.22,1
Thane,Food & Hunger,74730.23,23660.7,0.3166,12,1971.72,1.0,0.4797,0.33,51069.53,0
Solapur,Medical,486160.92,160090.74,0.3293,20,8004.54,15.2,0.3902,0.55,326070.18,1
Solapur,Medical,75015.31,6071.35,0.0809,53,114.55,29.6,0.3548,0.55,68943.96,1
Latur,Medical,442247.74,121617.68,0.275,84,1447.83,25.6,0.2509,0.67,320630.06,1
Nagpur,Disaster Relief,1994407.19,512015.05,0.2567,478,1071.16,22.5,0.4313,0.38,1482392.14,1
Kolhapur,Food & Hunger,118647.47,30969.45,0.261,34,910.87,15.1,0.3859,0.44,87678.01,1
Yavatmal,Food & Hunger,175586.37,1755.86,0.01,27,65.03,25.8,0.3731,0.72,173830.51,1
Mumbai,Disaster Relief,453332.37,70083.93,0.1546,333,210.46,4.4,0.4598,0.31,383248.44,0
Thane,Food & Hunger,68848.35,12619.75,0.1833,108,116.85,7.4,0.536,0.33,56228.61,0
Akola,Disaster Relief,1303525.11,248014.92,0.1903,203,1221.75,20.9,0.391,0.56,1055510.19,1
Jalgaon,Medical,437831.4,126666.88,0.2893,22,5757.59,20.8,0.4495,0.49,311164.52,1
Mumbai,Food & Hunger,63568.01,8337.39,0.1312,56,148.88,15.2,0.4713,0.31,55230.62,0
Mumbai,Medical,631013.28,188451.19,0.2986,90,2093.9,5.6,0.4663,0.31,442562.09,0
Mumbai,Medical,95899.29,24078.42,0.2511,94,256.15,9.1,0.4485,0.31,71820.88,0
Mumbai,Food & Hunger,188815.76,42217.8,0.2236,43,981.81,19.9,0.4218,0.31,146597.96,0
Latur,Disaster Relief,653182.24,42020.41,0.0643,154,272.86,31.3,0.341,0.67,611161.83,1
Mumbai,Education,143845.23,53851.15,0.3744,77,699.37,5.5,0.4361,0.31,89994.07,0
Nashik,Disaster Relief,355687.75,27304.93,0.0768,224,121.9,14.3,0.4336,0.42,328382.82,1
Amravati,Disaster Relief,1262733.12,12627.33,0.01,296,42.66,8.8,0.3526,0.58,1250105.79,1
Dhule,Education,265262.83,66159.94,0.2494,92,719.13,31.6,0.3856,0.61,199102.89,1
Nagpur,Education,247518.75,99758.0,0.403,26,3836.85,19.5,0.4195,0.38,147760.74,0
Wardha,Food & Hunger,22747.81,2479.87,0.109,73,33.97,29.1,0.3695,0.64,20267.94,1
Jalgaon,Medical,554978.35,111275.2,0.2005,18,6181.96,27.2,0.3047,0.49,443703.15,1
Dhule,Medical,325517.35,63660.83,0.1956,55,1157.47,28.6,0.3349,0.61,261856.53,1
Aurangabad,Education,202908.52,48485.96,0.239,32,1515.19,14.7,0.3627,0.51,154422.55,0
Amravati,Disaster Relief,1753471.85,162461.79,0.0927,386,420.89,38.9,0.3759,0.58,1591010.06,1
Mumbai,Food & Hunger,124263.53,19461.55,0.1566,5,3892.31,0.7,0.5586,0.31,104801.97,0
Jalgaon,Medical,341215.57,86149.73,0.2525,125,689.2,25.5,0.339,0.49,255065.84,1
Nagpur,Medical,353243.95,130178.15,0.3685,74,1759.16,17.7,0.5591,0.38,223065.79,0
Nanded,Food & Hunger,105484.05,14996.25,0.1422,102,147.02,24.4,0.3347,0.63,90487.8,1
Latur,Disaster Relief,889462.49,8894.62,0.01,449,19.81,23.5,0.352,0.67,880567.86,1
Thane,Disaster Relief,941196.71,207853.07,0.2208,311,668.34,24.2,0.4866,0.33,733343.63,1
Pune,Medical,453954.96,82782.7,0.1824,167,495.7,13.1,0.4038,0.28,371172.26,0
Kolhapur,Education,79916.83,37831.8,0.4734,91,415.73,11.5,0.3187,0.44,42085.03,0
Mumbai,Food & Hunger,191131.61,55991.15,0.2929,5,11198.23,14.2,0.5001,0.31,135140.46,0
Mumbai,Education,53740.83,16866.08,0.3138,79,213.49,7.4,0.4548,0.31,36874.75,0
Nashik,Medical,725911.11,189780.65,0.2614,125,1518.25,25.1,0.5225,0.42,536130.46,1
Thane,Medical,356715.0,84436.2,0.2367,120,703.63,34.4,0.4899,0.33,272278.8,1
Thane,Food & Hunger,88979.07,7212.63,0.0811,77,93.67,10.4,0.4988,0.33,81766.44,0
Jalgaon,Food & Hunger,105611.65,29420.46,0.2786,12,2451.7,26.5,0.4351,0.49,76191.19,1
Aurangabad,Medical,600609.16,203290.72,0.3385,132,1540.08,28.7,0.4714,0.51,397318.44,1
Aurangabad,Disaster Relief,393374.11,92769.96,0.2358,376,246.73,17.9,0.3146,0.51,300604.16,1
Yavatmal,Food & Hunger,95119.14,7273.03,0.0765,38,191.4,18.6,0.287,0.72,87846.11,1
Solapur,Food & Hunger,105900.5,10340.61,0.0976,22,470.03,23.3,0.3381,0.55,95559.89,1
